Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Ride_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method
07-09-2025,20:36:00,CNR6283223,Cancelled by Driver,CUST122755,Bike,Sarjapur Road,Kundalahalli,,,No,,Yes,Customer related issue,No,,,3,,,Cash
06-09-2025,13:51:00,CNR6966913,Successful,CUST263690,Auto,Banerghatta Road,Peenya,5.3,5,No,,No,,No,,342,7.8,4.1,4.7,UPI
08-09-2025,11:07:00,CNR2541912,Successful,CUST698199,Mini,Electronic City,Hulimavu,8.2,9.2,No,,No,,No,,148,6.3,4.3,4.8,UPI
12-09-2025,14:14:00,CNR3900822,Successful,CUST611994,eBike,Sarjapur Road,Sarjapur Road,2.6,3.1,No,,No,,No,,87,6.7,4.2,5,Cash
28-09-2025,16:09:00,CNR6039762,Successful,CUST139186,Bike,Yeshwantpur,Cooke Town,3,6.8,No,,No,,No,,356,9.8,4.4,3.9,UPI
04-09-2025,19:09:00,CNR6610127,Successful,CUST464831,Prime SUV,Koramangala 5th Block,Koramangala 1st Block,12.5,13.1,No,,No,,No,,827,20.5,4.7,3.8,Card
06-09-2025,19:08:00,CNR4803691,Successful,CUST883997,Mini,Kudlu,Koramangala,7.3,8.8,No,,No,,No,,470,2.4,4.8,4,UPI
21-09-2025,06:55:00,CNR6113416,Successful,CUST649855,Auto,Chamarajpet,Yeshwantpur,3.9,2.2,No,,No,,No,,224,4.6,4.8,4.4,UPI
16-09-2025,09:46:00,CNR3570227,Successful,CUST152973,Bike,Residency Road,Airport Road,4.1,3.8,No,,No,,No,,756,22.1,4.2,4.7,UPI
20-09-2025,07:32:00,CNR4725978,Successful,CUST552917,Prime Sedan,Residency Road,Malleshwaram,10.7,12.1,No,,No,,No,,364,3.3,4.4,4.6,Wallet
05-09-2025,15:45:00,CNR1827302,Other,CUST674779,Mini,Whitefield,Residency Road,,,No,,No,,No,,,7.5,,,Card
24-09-2025,08:13:00,CNR3262755,Cancelled by Customer,CUST604283,Mini,Ulsoor,Residency Road,,,Yes,Driver asked to cancel,No,,No,,,8.2,,,UPI
19-09-2025,18:33:00,CNR9795418,Cancelled by Customer,CUST358207,Prime Plus,Kundalahalli,Sadananda Nagar,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,6.7,,,UPI
05-09-2025,17:27:00,CNR7938755,Successful,CUST544114,Prime Sedan,Jalahalli,Basavanagudi,5.4,6.8,No,,No,,No,,213,5.3,4.6,4.4,Wallet
21-09-2025,19:08:00,CNR6114011,Successful,CUST277477,Prime SUV,Ejipura,Airport Road,7.8,7.2,No,,No,,No,,499,8.5,5,4.1,Cash
14-09-2025,21:46:00,CNR4917305,Successful,CUST309385,Bike,Malleshwaram,Chikkabanavara,5.3,5.6,No,,No,,No,,916,22.8,4.3,4.4,UPI
05-09-2025,18:37:00,CNR1914996,Cancelled by Customer,CUST354854,Prime SUV,Malleshwaram,Marathahalli,,,Yes,Driver is not moving towards pickup location,No,,No,,,11.5,,,UPI
11-09-2025,14:02:00,CNR1381650,Successful,CUST447997,Prime Plus,Chamarajpet,Electronic City,12.5,13.1,No,,No,,No,,182,8.5,4,4.2,Cash
17-09-2025,10:24:00,CNR9103837,Successful,CUST753306,Bike,Malleshwaram,Sarjapur Road,3.3,6.7,No,,No,,No,,273,7.6,5,5,UPI
01-09-2025,15:56:00,CNR9838222,Successful,CUST145594,Prime Plus,Brigade Road,Marathahalli,1.4,3,No,,No,,No,,118,5.2,4.3,5,UPI
21-09-2025,10:37:00,CNR1890622,Cancelled by Driver,CUST587546,Mini,Koramangala,Jayanagar,,,No,,Yes,The customer was coughing/sick,No,,,6,,,Wallet
21-09-2025,21:34:00,CNR7043474,Successful,CUST213132,Auto,Hosur Road,Cooke Town,7.7,10.1,No,,No,,No,,296,4.6,4,4.2,UPI
14-09-2025,22:40:00,CNR2671072,Successful,CUST430779,Mini,Kudlu,Chamarajpet,3.6,4.6,No,,No,,No,,370,8.5,5,4.8,Cash
07-09-2025,22:29:00,CNR8683734,Successful,CUST687923,Prime SUV,Indiranagar,MG Road,11.9,17.7,No,,No,,No,,499,1.8,4.5,4,UPI
17-09-2025,11:41:00,CNR9219709,Successful,CUST512509,Bike,Indiranagar,Sanjay Nagar,4.8,4.6,No,,No,,No,,279,3.6,4.4,4.8,Card
13-09-2025,11:09:00,CNR4962858,Successful,CUST625600,Prime Sedan,Brigade Road,Vijayanagar,9.5,9.8,No,,No,,No,,67,7.4,5,4.2,UPI
14-09-2025,19:54:00,CNR1494355,Successful,CUST681896,Prime SUV,Banaswadi,Malleshwaram,12.9,14,No,,No,,No,,156,8,4.5,4.8,Card
14-09-2025,08:20:00,CNR2472955,Successful,CUST865344,Mini,Nagarbhavi,Ejipura,9.6,10.1,No,,No,,No,,999,18.8,5,4.5,Cash
21-09-2025,13:07:00,CNR5032585,Successful,CUST700727,Auto,Kengeri,Kudlu,4.7,8.2,No,,No,,No,,221,7.8,4.8,4.5,UPI
18-09-2025,09:31:00,CNR3324928,Successful,CUST709254,Mini,Jalahalli,HSR Layout,9.4,11.8,No,,No,,No,,213,5.8,4.5,5,Cash
21-09-2025,14:56:00,CNR3269160,Cancelled by Driver,CUST550955,Prime SUV,Sadananda Nagar,Malleshwaram,,,No,,Yes,Customer related issue,No,,,6.1,,,UPI
12-09-2025,15:30:00,CNR9941610,Cancelled by Driver,CUST854388,Auto,Basavanagudi,Malleshwaram,,,No,,Yes,The customer was coughing/sick,No,,,22.2,,,UPI
28-09-2025,13:03:00,CNR7899659,Other,CUST418083,Mini,Vijayanagar,Talaghattapura,,,No,,No,,No,,,7.5,,,Cash
25-09-2025,07:49:00,CNR3206973,Successful,CUST293720,Auto,Ejipura,Ejipura,6.2,7.2,No,,No,,No,,250,7.2,4.2,4.2,UPI
19-09-2025,09:56:00,CNR4895376,Successful,CUST342129,Bike,Sanjay Nagar,Whitefield,1.7,3.7,No,,No,,No,,285,1.5,3.9,4.4,Wallet
14-09-2025,14:34:00,CNR8864546,Successful,CUST846606,Mini,Banashankari,Cooke Town,7.8,7.1,No,,No,,No,,466,8.4,3.3,4.6,UPI
07-09-2025,09:17:00,CNR4796232,Other,CUST133795,Mini,Koramangala,Kundalahalli,,,No,,No,,No,,,7.9,,,UPI
07-09-2025,17:27:00,CNR4402982,Successful,CUST894586,Prime Plus,Banashankari,Airport Road,7.1,9.1,No,,No,,No,,691,34.5,4.5,3.9,Cash
15-09-2025,11:32:00,CNR8676330,Successful,CUST358771,Mini,Sadananda Nagar,MG Road,4.8,4.8,No,,No,,No,,308,0.5,4.7,5,UPI
27-09-2025,18:17:00,CNR6249548,Incomplete,CUST513296,Mini,Talaghattapura,Yeshwantpur,,,No,,No,,Yes,Other Issue,,8.3,,,Card
21-09-2025,18:01:00,CNR1646123,Cancelled by Driver,CUST645940,Auto,Baiyappanahalli,MG Road,,,No,,Yes,Customer related issue,No,,,22,,,UPI
17-09-2025,12:45:00,CNR1658532,Cancelled by Customer,CUST684791,Mini,Chikkabanavara,Vijayanagar,,,Yes,Driver asked to cancel,No,,No,,,19.8,,,Card
10-09-2025,12:47:00,CNR6109570,Cancelled by Driver,CUST911259,eBike,Baiyappanahalli,Rajajinagar,,,No,,Yes,Personal & Car related issues,No,,,10,,,UPI
21-09-2025,21:25:00,CNR3386384,Cancelled by Driver,CUST586097,eBike,Airport Road,Whitefield,,,No,,Yes,Personal & Car related issues,No,,,21.8,,,Card
07-09-2025,15:59:00,CNR3270069,Successful,CUST512160,Mini,Airport Road,Indiranagar,7.3,6.7,No,,No,,No,,270,5.5,4.9,3.9,UPI
20-09-2025,18:09:00,CNR4387856,Incomplete,CUST576769,Auto,Basavanagudi,Sarjapur Road,,,No,,No,,Yes,Other Issue,,7.9,,,UPI
26-09-2025,18:15:00,CNR3072728,Cancelled by Customer,CUST195620,Auto,Airport Road,Vijayanagar,,,Yes,Wrong Address,No,,No,,,6.3,,,UPI
22-09-2025,22:38:00,CNR9584338,Successful,CUST741804,Prime SUV,Cooke Town,Sarakki,13.6,10.7,No,,No,,No,,193,3.7,4.2,4.2,Card
24-09-2025,21:34:00,CNR6623607,Successful,CUST692960,Prime SUV,Malleshwaram,Rajajinagar,12.5,13.7,No,,No,,No,,771,2.3,4.2,4.1,UPI
07-09-2025,18:09:00,CNR1860847,Incomplete,CUST539963,Prime Sedan,Hulimavu,Sadananda Nagar,,,No,,No,,Yes,Vehicle Breakdown,,9.9,,,UPI
21-09-2025,08:00:00,CNR3207395,Successful,CUST312705,Auto,Chikkabanavara,Kalyan Nagar,4.5,4.8,No,,No,,No,,301,0.9,4.2,3.8,Card
15-09-2025,14:30:00,CNR1096478,Successful,CUST737517,Prime SUV,Richmond Town,Electronic City,6.6,11.3,No,,No,,No,,301,4,4.5,4.8,Cash
14-09-2025,12:59:00,CNR8413438,Successful,CUST183262,Mini,Koramangala,Richmond Town,7.1,7.8,No,,No,,No,,720,10.7,4.2,4,UPI
10-09-2025,16:43:00,CNR4483580,Successful,CUST151295,Prime Plus,Brigade Road,Hosur Road,7.3,9.1,No,,No,,No,,205,7.9,3.9,4.6,Cash
07-09-2025,06:33:00,CNR6007018,Successful,CUST447195,Prime SUV,Brigade Road,Hebbal,10.1,10.7,No,,No,,No,,471,4.9,4.7,3.9,UPI
07-09-2025,17:28:00,CNR5771113,Successful,CUST740774,Bike,Sarjapur Road,Kudlu,6.3,5,No,,No,,No,,291,9.3,4.8,4.4,Cash
19-09-2025,22:29:00,CNR8639301,Successful,CUST885734,Mini,MG Road,Whitefield,4.4,7.5,No,,No,,No,,712,13.6,4.8,4.7,Cash
12-09-2025,21:19:00,CNR7357547,Successful,CUST960109,Auto,Koramangala 5th Block,Sarakki,4.9,5.9,No,,No,,No,,83,5.4,4,5,UPI
14-09-2025,08:04:00,CNR5603979,Cancelled by Customer,CUST445200,Mini,Shivaji Nagar,Electronic City,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,10.4,,,UPI
04-09-2025,15:45:00,CNR9874251,Other,CUST191928,Mini,Sarjapur Road,Kudlu,,,No,,No,,No,,,17.5,,,Wallet
30-09-2025,10:54:00,CNR8164770,Successful,CUST738419,eBike,Kalyan Nagar,Shivaji Nagar,5.3,7.4,No,,No,,No,,128,0.5,4.3,4.8,Card
21-09-2025,21:49:00,CNR3176225,Successful,CUST744129,Mini,Shivaji Nagar,Hulimavu,0.6,2,No,,No,,No,,499,5.3,4.9,5,UPI
15-09-2025,09:04:00,CNR4904421,Successful,CUST843007,Prime Sedan,Jalahalli,Koramangala,9.3,9.3,No,,No,,No,,346,3.5,4.3,5,UPI
14-09-2025,19:35:00,CNR2978465,Cancelled by Driver,CUST873291,eBike,Ejipura,Koramangala 1st Block,,,No,,Yes,The customer was coughing/sick,No,,,6,,,UPI
13-09-2025,19:45:00,CNR4562439,Successful,CUST111846,Mini,Sarjapur Road,Marathahalli,6.7,5,No,,No,,No,,276,6.2,5,3.9,Card
04-09-2025,11:07:00,CNR9500841,Successful,CUST676710,Prime Sedan,Koramangala,Yelahanka,11.2,17.1,No,,No,,No,,126,4.7,4.1,5,UPI
13-09-2025,18:21:00,CNR1488508,Successful,CUST972460,Auto,Kammanahalli,Kammanahalli,2.6,3.7,No,,No,,No,,946,21,4.9,4.7,UPI
14-09-2025,14:05:00,CNR1596568,Cancelled by Driver,CUST777015,Auto,Malleshwaram,Vijayanagar,,,No,,Yes,The customer was coughing/sick,No,,,5.2,,,UPI
14-09-2025,19:53:00,CNR7944979,Successful,CUST878656,Auto,Shivaji Nagar,Kengeri,3.7,6.7,No,,No,,No,,130,2.6,4.5,4.5,Wallet
21-09-2025,15:28:00,CNR9990666,Successful,CUST119627,Prime Plus,Nagarbhavi,Kammanahalli,8.6,12.2,No,,No,,No,,999,17.9,4.7,5,UPI
28-09-2025,12:02:00,CNR2110870,Cancelled by Customer,CUST256557,Prime Sedan,Indiranagar,Kammanahalli,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,36.6,,,UPI
27-09-2025,15:44:00,CNR7535837,Other,CUST296481,Mini,Chikkabanavara,Kengeri,,,No,,No,,No,,,11.6,,,Wallet
11-09-2025,06:32:00,CNR5554970,Successful,CUST533973,Auto,Richmond Town,Banerghatta Road,5.7,7,No,,No,,No,,364,13,4.3,4.9,UPI
28-09-2025,09:41:00,CNR9809723,Cancelled by Driver,CUST417003,Auto,Banerghatta Road,MG Road,,,No,,Yes,Personal & Car related issues,No,,,13.4,,,Cash
14-09-2025,06:25:00,CNR9097744,Cancelled by Driver,CUST624344,Auto,Kammanahalli,Seshadripuram,,,No,,Yes,The customer was coughing/sick,No,,,24.2,,,Card
24-09-2025,08:26:00,CNR2648387,Other,CUST962074,Prime SUV,Shivaji Nagar,Nagarbhavi,,,No,,No,,No,,,38,,,UPI
07-09-2025,06:37:00,CNR8706923,Successful,CUST506415,Bike,Shivaji Nagar,Yelahanka,2.2,0.9,No,,No,,No,,324,7.2,4.5,4.8,Card
28-09-2025,17:43:00,CNR2460891,Successful,CUST449479,Mini,MG Road,Hebbal,4.7,5.7,No,,No,,No,,499,4.2,4.6,4.6,Card
21-09-2025,11:19:00,CNR1377156,Successful,CUST705615,Bike,Vijayanagar,Electronic City,3.3,3.5,No,,No,,No,,327,7.3,4.4,4.8,UPI
07-09-2025,10:43:00,CNR9930106,Successful,CUST434652,Bike,Bharathnagar,Yelahanka,2.8,5.3,No,,No,,No,,467,4.8,4.4,4.1,UPI
07-09-2025,07:57:00,CNR1255965,Successful,CUST753205,Mini,Hebbal,Electronic City,8,11.4,No,,No,,No,,310,6.4,4.4,4.4,UPI
18-09-2025,10:37:00,CNR3374929,Successful,CUST838568,Bike,Yeshwantpur,Richmond Town,0.5,1.8,No,,No,,No,,158,2.6,4.4,4.6,Wallet
11-09-2025,21:13:00,CNR6683095,Other,CUST666836,Mini,HSR Layout,Indiranagar,,,No,,No,,No,,,5.4,,,UPI
21-09-2025,07:48:00,CNR7435734,Cancelled by Driver,CUST156413,Auto,Residency Road,Banashankari,,,No,,Yes,More than permitted people in there,No,,,24.2,,,UPI
21-09-2025,11:19:00,CNR6575607,Successful,CUST957150,Prime Plus,Chikkabanavara,Bharathnagar,7.8,8.4,No,,No,,No,,508,15.8,5,4.3,UPI
05-09-2025,21:44:00,CNR8813071,Successful,CUST695370,Auto,Sarjapur Road,Baiyappanahalli,3,2.4,No,,No,,No,,148,8.8,4.4,4.6,Cash
11-09-2025,16:59:00,CNR8808058,Other,CUST593403,Prime Plus,Banaswadi,Malleshwaram,,,No,,No,,No,,,16.9,,,Card
21-09-2025,21:34:00,CNR7097668,Successful,CUST511122,Prime Plus,Bharathnagar,Kammanahalli,13.1,12.7,No,,No,,No,,949,20.2,5,4,Cash
28-09-2025,13:44:00,CNR9179005,Successful,CUST131734,Auto,Yelahanka,Sanjay Nagar,7,5.7,No,,No,,No,,248,7.2,5,4.6,UPI
27-09-2025,10:49:00,CNR6848796,Successful,CUST733801,Mini,Frazer Town,Hebbal,9.7,12,No,,No,,No,,438,5.7,4.2,4.2,Wallet
21-09-2025,07:49:00,CNR6467186,Other,CUST683165,Mini,Kengeri,Chamarajpet,,,No,,No,,No,,,1.6,,,UPI
20-09-2025,10:04:00,CNR5088457,Successful,CUST674566,Auto,Seshadripuram,Cooke Town,3.8,7.7,No,,No,,No,,189,2.6,4.3,5,UPI
07-09-2025,17:50:00,CNR8233471,Cancelled by Driver,CUST922412,Prime SUV,Yeshwantpur,Kammanahalli,,,No,,Yes,Customer related issue,No,,,2,,,UPI
07-09-2025,17:25:00,CNR2306851,Successful,CUST875282,Prime SUV,Yeshwantpur,Ulsoor,3.8,5.5,No,,No,,No,,421,9.9,4.3,4.8,UPI
20-09-2025,11:33:00,CNR2638360,Successful,CUST961953,Mini,Kengeri,Residency Road,10.4,8.9,No,,No,,No,,466,7.8,4.2,5,Cash
06-09-2025,19:53:00,CNR7357071,Cancelled by Driver,CUST443312,Mini,Bharathnagar,Brigade Road,,,No,,Yes,Customer related issue,No,,,6.2,,,Card
28-09-2025,21:24:00,CNR1003092,Cancelled by Customer,CUST893853,Auto,Malleshwaram,Airport Road,,,Yes,Wrong Address,No,,No,,,8.1,,,UPI
21-09-2025,13:37:00,CNR4282741,Successful,CUST315651,Bike,Basavanagudi,Kengeri,3.8,3.3,No,,No,,No,,354,5.4,4.5,5,UPI
28-09-2025,11:11:00,CNR8293509,Successful,CUST852658,Prime SUV,Sanjay Nagar,Whitefield,8.6,12.3,No,,No,,No,,191,6.6,4.7,4.6,UPI
21-09-2025,14:42:00,CNR7781307,Incomplete,CUST988811,Auto,Marathahalli,Brigade Road,,,No,,No,,Yes,Other Issue,,4.4,,,UPI
29-09-2025,06:00:00,CNR7027124,Cancelled by Customer,CUST215027,Prime SUV,Indiranagar,Richmond Town,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,7.4,,,UPI
14-09-2025,11:25:00,CNR7422144,Successful,CUST525756,Mini,Chamarajpet,Electronic City,4.2,7.2,No,,No,,No,,50,4.4,4.2,4.7,UPI
14-09-2025,09:12:00,CNR7452434,Cancelled by Driver,CUST984293,Prime SUV,Koramangala 1st Block,Malleshwaram,,,No,,Yes,Customer related issue,No,,,4.3,,,UPI
07-09-2025,07:13:00,CNR1263533,Cancelled by Customer,CUST250990,Bike,Ulsoor,Bharathnagar,,,Yes,Driver asked to cancel,No,,No,,,11,,,Card
05-09-2025,16:57:00,CNR7976896,Successful,CUST578180,Prime SUV,Sarjapur Road,Kudlu,8,6.2,No,,No,,No,,658,4.8,4,3.6,UPI
21-09-2025,13:45:00,CNR9546564,Cancelled by Customer,CUST544726,Mini,Airport Road,Cooke Town,,,Yes,Driver asked to cancel,No,,No,,,5.9,,,UPI
14-09-2025,06:07:00,CNR9357686,Successful,CUST987938,Bike,Ejipura,Frazer Town,2,1.2,No,,No,,No,,329,6.2,4.2,4.5,UPI
28-09-2025,15:50:00,CNR7156735,Successful,CUST135087,Prime SUV,Yeshwantpur,Seshadripuram,7.5,10.7,No,,No,,No,,955,22.4,4.6,5,UPI
06-09-2025,14:13:00,CNR2343236,Successful,CUST248989,Bike,Shivaji Nagar,Chikkabanavara,2.9,5.9,No,,No,,No,,591,10,3.8,4.7,UPI
14-09-2025,07:20:00,CNR9780469,Successful,CUST739705,Auto,Seshadripuram,Vijayanagar,5.9,6.3,No,,No,,No,,652,15.6,4.4,4.1,Wallet
28-09-2025,07:19:00,CNR6242875,Cancelled by Driver,CUST742818,Auto,Kammanahalli,Chamarajpet,,,No,,Yes,More than permitted people in there,No,,,13.7,,,UPI
14-09-2025,21:27:00,CNR8872413,Successful,CUST701846,Bike,Koramangala 1st Block,Sanjay Nagar,2.6,5.4,No,,No,,No,,995,15.7,5,4.5,UPI
26-09-2025,10:56:00,CNR3810320,Successful,CUST137042,Bike,Kudlu,Talaghattapura,3.9,6.1,No,,No,,No,,157,0.7,4.4,4.2,Wallet
25-09-2025,10:26:00,CNR2030419,Other,CUST759868,Mini,Rajajinagar,Yeshwantpur,,,No,,No,,No,,,3.4,,,Cash
30-09-2025,19:48:00,CNR1457985,Successful,CUST400748,Mini,HSR Layout,Frazer Town,9,8.3,No,,No,,No,,185,8.3,4.8,5,UPI
25-09-2025,10:18:00,CNR3223631,Successful,CUST745710,Prime Sedan,Kalyan Nagar,Koramangala,9.7,11.8,No,,No,,No,,605,16.3,4.5,4.3,UPI
20-09-2025,21:31:00,CNR3535634,Successful,CUST791174,Mini,Banashankari,Kalyan Nagar,5.6,9.3,No,,No,,No,,898,27.1,5,4.7,UPI
07-09-2025,09:05:00,CNR9848116,Cancelled by Driver,CUST134697,Prime Sedan,Whitefield,Malleshwaram,,,No,,Yes,Customer related issue,No,,,6.1,,,UPI
27-09-2025,18:50:00,CNR7928115,Incomplete,CUST907789,Mini,Bharathnagar,Airport Road,,,No,,No,,Yes,Customer Demand,,22.5,,,UPI
07-09-2025,18:31:00,CNR6789409,Successful,CUST156964,Mini,Chikkabanavara,Yelahanka,7.8,9,No,,No,,No,,332,7.3,4.3,3.4,UPI
14-09-2025,14:07:00,CNR6056101,Cancelled by Customer,CUST599401,Bike,Chikkabanavara,Chamarajpet,,,Yes,Wrong Address,No,,No,,,8.1,,,UPI
14-09-2025,08:28:00,CNR9899342,Successful,CUST555851,Auto,Airport Road,Cooke Town,2.1,5.1,No,,No,,No,,392,6.5,4.9,4.6,UPI
28-09-2025,17:39:00,CNR1688161,Successful,CUST202093,Prime SUV,Vijayanagar,Sanjay Nagar,11,10.8,No,,No,,No,,999,8.9,4.4,5,Wallet
14-09-2025,21:40:00,CNR5573311,Incomplete,CUST451238,Prime Sedan,Hebbal,Kalyan Nagar,,,No,,No,,Yes,Vehicle Breakdown,,5.5,,,Wallet
14-09-2025,17:31:00,CNR5056679,Successful,CUST869983,Bike,Sadananda Nagar,Jalahalli,3.8,7.2,No,,No,,No,,295,9.9,5,5,Card
21-09-2025,22:57:00,CNR4018500,Successful,CUST428487,Mini,Nagarbhavi,Koramangala,8.1,9.3,No,,No,,No,,999,16.8,4.9,4.5,UPI
01-09-2025,07:40:00,CNR9812472,Cancelled by Driver,CUST208954,Bike,Sanjay Nagar,Banaswadi,,,No,,Yes,The customer was coughing/sick,No,,,18.5,,,UPI
07-09-2025,06:24:00,CNR2542518,Other,CUST159645,Prime SUV,Bharathnagar,Electronic City,,,No,,No,,No,,,17.8,,,UPI
21-09-2025,18:05:00,CNR3012881,Successful,CUST190582,eBike,HSR Layout,Cooke Town,4,3.5,No,,No,,No,,428,2.9,4.6,4.2,UPI
28-09-2025,15:39:00,CNR4099902,Successful,CUST216229,Bike,Kalyan Nagar,Marathahalli,2.2,7,No,,No,,No,,260,4.9,4.8,5,Cash
28-09-2025,16:54:00,CNR8607523,Successful,CUST389809,Bike,Sarjapur Road,Bharathnagar,6,4,No,,No,,No,,739,14.1,4.8,4.4,UPI
12-09-2025,08:45:00,CNR2241464,Successful,CUST390756,Bike,Cooke Town,Cooke Town,3,6.3,No,,No,,No,,263,7.4,4.4,4.8,Card
04-09-2025,22:18:00,CNR5440339,Cancelled by Driver,CUST286572,Mini,Ulsoor,Jalahalli,,,No,,Yes,Customer related issue,No,,,9.1,,,UPI
21-09-2025,07:51:00,CNR3413781,Successful,CUST666893,Bike,Electronic City,Ejipura,2.4,4.9,No,,No,,No,,326,4.5,5,4.5,Wallet
28-09-2025,18:12:00,CNR5345236,Successful,CUST208304,Auto,Jayanagar,Yeshwantpur,3.5,9.2,No,,No,,No,,936,23.7,4.2,4.3,UPI
24-09-2025,06:19:00,CNR9350043,Successful,CUST256085,Mini,Koramangala,MG Road,9.8,13.2,No,,No,,No,,277,8.4,4.3,4.5,UPI
09-09-2025,17:56:00,CNR6533643,Successful,CUST510339,Mini,Frazer Town,Ejipura,5.5,7,No,,No,,No,,680,24.8,3.8,4.3,Card
15-09-2025,13:26:00,CNR7776531,Cancelled by Driver,CUST985049,Bike,Jayanagar,Chamarajpet,,,No,,Yes,More than permitted people in there,No,,,8.1,,,Cash
28-09-2025,19:57:00,CNR9087731,Successful,CUST227091,Mini,Sanjay Nagar,Kammanahalli,5.1,9.3,No,,No,,No,,419,0.8,4.7,4.3,UPI
14-09-2025,16:47:00,CNR2521139,Cancelled by Driver,CUST483102,Mini,Kammanahalli,Whitefield,,,No,,Yes,The customer was coughing/sick,No,,,15.9,,,UPI
21-09-2025,09:00:00,CNR1659867,Successful,CUST502824,Bike,Kengeri,Sarjapur Road,0.5,2.7,No,,No,,No,,161,6.1,4.2,5,Card
06-09-2025,17:45:00,CNR7027401,Successful,CUST610135,Auto,Vijayanagar,Airport Road,2.5,0.5,No,,No,,No,,973,15.6,5,4.6,Cash
07-09-2025,09:17:00,CNR1425547,Successful,CUST854701,Prime SUV,Richmond Town,Ulsoor,10.3,12.9,No,,No,,No,,196,11.7,3.8,4.3,UPI
25-09-2025,16:58:00,CNR6162867,Incomplete,CUST623956,Mini,Airport Road,Indiranagar,,,No,,No,,Yes,Customer Demand,,3.7,,,Card
13-09-2025,18:18:00,CNR1718308,Cancelled by Driver,CUST525205,Auto,Hosur Road,Bharathnagar,,,No,,Yes,Customer related issue,No,,,4.7,,,UPI
23-09-2025,09:58:00,CNR2208521,Cancelled by Driver,CUST138669,Bike,Ulsoor,Hosur Road,,,No,,Yes,Personal & Car related issues,No,,,0.5,,,UPI
08-09-2025,17:04:00,CNR3190059,Successful,CUST115063,Auto,Brigade Road,Kengeri,4.5,8.8,No,,No,,No,,665,18.8,4.1,4.5,UPI
06-09-2025,16:25:00,CNR3863692,Successful,CUST975930,Mini,Hebbal,Yelahanka,6.4,7.8,No,,No,,No,,363,3,4.1,5,Cash
26-09-2025,09:45:00,CNR2058811,Cancelled by Driver,CUST943530,Prime Plus,Kammanahalli,Talaghattapura,,,No,,Yes,The customer was coughing/sick,No,,,5.4,,,UPI
06-09-2025,17:40:00,CNR3304005,Cancelled by Customer,CUST437211,eBike,Electronic City,Chikkabanavara,,,Yes,Driver asked to cancel,No,,No,,,7.7,,,UPI
13-09-2025,08:03:00,CNR5595168,Successful,CUST248097,Bike,Rajajinagar,Sarjapur Road,4.2,5.5,No,,No,,No,,262,4.4,4.7,3.7,UPI
07-09-2025,10:09:00,CNR1682814,Successful,CUST239849,Auto,Vijayanagar,Ejipura,5.7,4.7,No,,No,,No,,499,5.5,4.3,4.7,UPI
07-09-2025,21:00:00,CNR9169958,Cancelled by Driver,CUST184643,Auto,Banashankari,Whitefield,,,No,,Yes,The customer was coughing/sick,No,,,17.2,,,UPI
14-09-2025,19:46:00,CNR8986164,Successful,CUST825990,Auto,Malleshwaram,Vijayanagar,6.6,7.9,No,,No,,No,,401,5.7,5,4.4,UPI
14-09-2025,10:04:00,CNR3928445,Successful,CUST740195,Bike,Kudlu,Banashankari,2.9,9.8,No,,No,,No,,970,14.1,4.5,5,UPI
21-09-2025,07:30:00,CNR6053293,Cancelled by Driver,CUST464750,Mini,Sarakki,Richmond Town,,,No,,Yes,Personal & Car related issues,No,,,6.7,,,UPI
21-09-2025,20:43:00,CNR9515120,Successful,CUST329927,Mini,Vijayanagar,Bharathnagar,2.3,6.2,No,,No,,No,,186,0.5,4.4,3.7,UPI
03-09-2025,07:55:00,CNR3503452,Successful,CUST818530,eBike,Seshadripuram,Ulsoor,2.3,0.5,No,,No,,No,,236,6.1,5,3.9,UPI
21-09-2025,06:44:00,CNR1906432,Cancelled by Driver,CUST776185,Prime Sedan,Electronic City,Koramangala 5th Block,,,No,,Yes,More than permitted people in there,No,,,7.1,,,UPI
03-09-2025,18:38:00,CNR1880075,Successful,CUST663463,Auto,Indiranagar,Ulsoor,1.1,1.7,No,,No,,No,,106,1.5,4.6,4,UPI
04-09-2025,10:00:00,CNR8462856,Successful,CUST721497,Mini,Koramangala 1st Block,Jalahalli,3.1,3.5,No,,No,,No,,500,7.2,4.2,4.2,UPI
28-09-2025,09:55:00,CNR2847722,Successful,CUST441974,Prime Plus,Richmond Town,Talaghattapura,10.2,12.5,No,,No,,No,,207,4,4.3,4.7,Card
07-09-2025,21:12:00,CNR4702106,Incomplete,CUST177101,Mini,Ulsoor,Brigade Road,,,No,,No,,Yes,Customer Demand,,26.4,,,UPI
07-09-2025,16:24:00,CNR8633480,Successful,CUST286710,Mini,HSR Layout,Baiyappanahalli,5.1,3.8,No,,No,,No,,999,9,4,4.7,UPI
